,txHash,blockNumber,我方time,我方gasPrice,我方toMiner,我方gasUsed,我方折算,是否N+2,是否抢机会,对方txHash,对方botTime,对方gasPrice,对方toMiner,对方gasUsed,对方折算
10,0x22d2ee8c43f87971ada7fd2f21a605210c66d86c970095f110dc00627a5caa52,13022653,2021-08-14 18:14:25,31527219799,0,214210,31527219799.0,N+1,yes,0x4703f84477b29b2884335e145b9934ffadd85b2b6ddee2dd4cb363b6f8d02e38,2021-08-14 18:14:16,52831949928,0,289708,52831949928.0
11,0xeb886992588649a8466477e6824f9d364ab3907402ef819bc45fd1cc85e23e72,13022654,2021-08-14 18:14:44,40260052293,0,202976,40260052293.0,N+1,no,,,,,,
12,0x4c9043177c3e4d7500a740b75721ded06b32d52f8e4ddbc3ef070e0e18fb911e,13022655,2021-08-14 18:15:06,50507549366,0,200686,50507549366.0,not exist,no,,,,,,
13,0x9368da06d865b6c75d71a3f220350b72cb6fae79bfb1624b05c0dfac3240d098,13022655,2021-08-14 18:15:03,50507549366,0,200686,50507549366.0,not exist,no,,,,,,
14,0xeb4e5c82458bb1bf795aa650c16ae9cb5702f9e6c2f667ea5d4c0ff80739b8c3,13022655,2021-08-14 18:15:04,50507549366,0,200686,50507549366.0,not exist,no,,,,,,
15,0xc3953d48d4bb34440db330f6b17c25578de25ce98b89ac295e41ae3f90a6fdec,13022665,2021-08-14 18:18:10,42593960965,0,214878,42593960965.0,N+1,yes,0xd7b52c8ae91b9e57c458a268804f35a20b2ffbe7e3a51b6033e58b4ad5259f5b,2021-08-14 18:17:50,47000000000,1.92,118258,47000000000.000015
16,0xba05fb0c7732a6f7e6d9b13637a6d862d5c8d5aefe5e6cb206f5d9a4218ca2ab,13022672,2021-08-14 18:20:16,35951371712,0,200686,35951371712.0,N+1,yes,0xd6817b583ec5def706894a30d10c6778281023b7334e81fcbf936724f52fa980,2021-08-14 18:20:11,62946282858,0,260469,62946282858.0
17,0x4432eae70e21e4d8fac987ea2b8bb36131353e79659d8755f11dc866fd762045,13022674,2021-08-14 18:20:56,41197480520,0,207216,41197480520.0,fail,no,,,,,,
18,0x367a94c28d6c67bac6b59aedea86bd43d8c3fae0d2eec8cc64aec744a4c52f30,13022678,2021-08-14 18:22:06,32676644253,0,207534,32676644253.0,N+1,no,,,,,,
19,0x76ba06364b5bcf087fdc0432c366ba0c086a48e0149ec62b8e79c0e27422fb65,13022683,2021-08-14 18:22:55,36165277431,0,205825,36165277431.0,N+2,no,,,,,,
20,0xa7c0a6decdc13b1e7bed809d496c0e1c9987072cefdf981c37fc33c401b66063,13022684,2021-08-14 18:23:24,57576565620,0,199396,57576565620.0,N+1,yes,0x0458653c0f7b6c1bd2a2340a614bfe58a24db4e3018cb61e78ea7fc4ae91b93f,2021-08-14 18:23:12,46252265354,0.008043175190375627,181445,46252265354.0
21,0xdfe7950d9a5ff86ec25f5e33b46b73c2978a170584182eb09e6531409cde596e,13022685,2021-08-14 18:23:45,37767520081,0,203940,37767520081.0,no,no,,,,,,
22,0x7101a6a165db869cd39a42df93e74c25b38613a3583281be46da8eb23ff5a27c,13022686,2021-08-14 18:23:50,39278424576,0,203723,39278424576.0,N+1,no,,,,,,
23,0xc416bbbeb62ad808c31da2a604b36db6b7095499a981853adc1411c56fe431ae,13022689,2021-08-14 18:24:16,64606616546,0,199384,64606616546.0,N+1,yes,0x2469c711ed827e65a1bd169e3b8dc57383465b77f4834461880552264f02ae10,2021-08-14 18:24:11,142620948649,0,183999,142620948649.0
24,0xf873cd7e644fa5dbc4a6f6da67a6781f5690c384dee0c2e47fa8c603a13036bb,13022730,2021-08-14 18:32:46,32890843882,0,237005,32890843882.0,N+1,no,,,,,,
25,0x65e3a83a3710077cbf77cc04052b1a4328a3e58d4dbfe6fb177e3b83cfe5a4e9,13022776,2021-08-14 18:41:52,31784189579,0,270124,31784189579.0,N+2,no,,,,,,
26,0x50c0f60db1af6b1ea341347fa2925dde7dd3d6f4c8cc6446ad22978f3c8c9ac3,13022776,2021-08-14 18:41:53,109813360327,0,216247,109813360327.0,N+2,yes,0x4dc6370bc292d77c1c69942f785d020a7702702167701b693c2c462b4401a17a,2021-08-14 18:41:52,381508650513,0,138293,381508650513.0
27,0xe6dff5264a01cffbbab920d0e2a43e634838ffa2b63a9d00665707fce69f762b,13022778,2021-08-14 18:42:00,43846899370,0,216247,43846899370.0,not exist,no,,,,,,
28,0x084e24aea2e9d6940d5044008fbe693de6e9776ec4a76b1cb6d6aefe314d8b7d,13022778,2021-08-14 18:42:05,31929700705,0,216247,31929700705.0,N+1,no,,,,,,
29,0x8a87b697456ca4af75e15ff34b51a9e71da17df8d1dddd44c22b51138c8b2cf3,13022778,2021-08-14 18:42:06,43846899370,0,216247,43846899370.0,N+1,no,,,,,,
30,0xfa507402004d3451fe9923a6617d4e60ad5f89c4118177d81dcdb7a1900e375e,13022852,2021-08-14 18:57:54,56655842212,0,203720,56655842212.0,N+2,yes,0xe5f9c85d35ecd7a3276bbfd732c3700b39d4c8713ede2bc31f16a8dcbf81f52e,2021-08-14 18:57:52,37107483605,3.026254598346759095,248913,37107483605.000015
31,0x35ffef21f888adafca2968aa8b9919e126f71f93a2fd8240fff3196d17e5de19,13022862,2021-08-14 18:59:47,40200571205,0,191162,40200571205.0,N+1,no,,,,,,
32,0x6374edde518dc1efd5a04ad1bdfa6c6ff79d0dda2e929d9543c13ba528c729ad,13022964,2021-08-14 19:22:02,36468721813,0,191408,36468721813.0,N+1,yes,0x3891748297ccc98c8349e9288b3bdd6d69da63088227825d964e31eb3c917a49,2021-08-14 19:21:57,30373099135,0.023872321584365568,180697,30373099135.0
33,0xbdee19f7a3026298fdff68958aaed6858b38fdb0dc2e89eeb91c7faf4b6ecdf4,13022977,2021-08-14 19:24:08,35370842452,0,191170,35370842452.0,N+1,yes,0x48783583c81468f5cb42c84b86847006e56f61ecb1b0b9785d74df60f92d577c,2021-08-14 19:24:01,40051369128,0,204578,40051369128.0
34,0x597d9dfd42f49bdc0200e19173e1ded82ae1ba894c6c2c4e38a16189cfc6f99f,13023000,2021-08-14 19:30:15,32409201203,0,210289,32409201203.0,N+2,yes,0xc33e98a89973fb2e69fbde79fb7e595598bc086a4150eca37c451f567abf67a9,2021-08-14 19:30:13,56359527965,0,237374,56359527965.0
35,0xecf7d180b1b8cf6601dcb8455fe5f044a9e9d62e02134e0e86f0d25744dbcab1,13023008,2021-08-14 19:32:02,34557231585,0,191232,34557231585.0,N+1,yes,0x4b19dfde80a4cbe6ba4deb1f49c18e8f2baaeeb14111bf4c3f52acbbeb32ac51,2021-08-14 19:31:52,53626112705,0,197641,53626112704.99999
36,0x63d22c110ded5f288bb3a894a36c3939f5b54f1ed3e431298d67d5c065f2c542,13023026,2021-08-14 19:35:52,30208176316,0,209475,30208176316.0,N+1,yes,0x15ad115df4696aa9b167513441f3e1510e7eab51d891b4b05c66fb02ea563255,2021-08-14 19:35:31,188678132954,0,173629,188678132954.0
37,0xbd89ef8e452e2c533ae9a03fb0cecf11d8c8e497d2243aa01d664dadbac32d83,13023086,2021-08-14 19:47:42,35163690166,0,191396,35163690166.0,N+1,yes,0xcc9a519e8900b676c1d63f1ded8916c553d033a987ba0f3bb6331efd357b7acd,2021-08-14 19:47:34,155414953588,0,173089,155414953588.0
38,0x97ea370521d12eea80c4a221590ab8e9b4f87a761728a731d3daca32a22f20a1,13023237,2021-08-14 20:16:44,37741050622,0,199625,37741050622.0,N+1,no,,,,,,
39,0x3627433466c18b233162573cd6b71cbac19e0f1623e55abd2232d9c156ff7b98,13023287,2021-08-14 20:28:20,63612099113,0,203530,63612099113.0,N+1,no,,,,,,
40,0x9c0eb70059b65f7f4fb495d2fea16e85cda62304757aa9bdb602159174a9153c,13023344,2021-08-14 20:42:58,42868883811,0,191761,42868883811.0,N+1,yes,0x41d53dc5959a54b95f4aad56249ed7703aa9d97991c045496791e30f0ab3fa56,2021-08-14 20:42:47,39210215061,0.016564048310689164,180498,39210215061.0
41,0xe9751cd67854e698a686fd165090862f996a4f5a1f8ecf55fad90a3d90be7308,13023352,2021-08-14 20:46:33,39751657349,0,191027,39751657349.0,N+1,yes,0xeee46c2c7a89ab9d292c0299eca198251f01cf6ce2de28c55eb8ed314c174e1b,2021-08-14 20:45:41,47120946382,0,229008,47120946382.0
42,0x85b861795263c971780e6369588592d8d96daf711b669846dc2338e4f0ef8823,13023398,2021-08-14 20:55:56,47584893193,0,204088,47584893193.0,N+1,no,,,,,,
43,0xa686f591e2086becb4aa66b37ec1f01e626225cf2a587e40143c48f3c0b5d969,13023542,2021-08-14 21:27:47,345222041190,0,206601,345222041190.0,N+1,yes,0x21d253d0d4744b7ca5b3786bb811069253c1006e5f72bfe6f106342908964cf2,2021-08-14 21:27:39,32997472788,0.071703528000897963,196108,32997472788.0
44,0x579a4ee496e057716891ab6994714c8ea7017e84c319e583eedf43fd9eca01aa,13023547,2021-08-14 21:29:11,84651623105,0,193969,84651623105.0,N+1,yes,0x47028bb48c941c67afdde110bfdc72a82f898822362ce00c440b8ebee011f2ae,2021-08-14 21:28:55,100001114989,0,174076,100001114989.0
45,0x619e8959cba133dfdf23b885d9d168fe3ebcecb9b6a4f7dd0f2813dc85318ac3,13023554,2021-08-14 21:31:02,35754354040,0,213181,35754354040.0,N+2,yes,0xfcb06a7f3374ce630a00abedeb04f9dac5cbec29e627fb754e8ccfffefb27323,2021-08-14 21:31:01,190221287650,0,183004,190221287650.0
46,0x4c96eb3a5e40b958a9513dfa8f62c1a1cb71f66b8b6035b2459a8abcc4d73f64,13023649,2021-08-14 21:50:27,23450593541,0,273995,23450593541.0,N+1,yes,0x18f84f004c23c2e05eb766490217e35366ead9daf42f6cfbfd79c1c950b54bfb,2021-08-14 21:50:20,33313662036,3.033236916388851832,113127,33313662036.000027
47,0xcbb515ec0a571f2cb594fd3b10f0ca0a5bc21aed400eccac65cc64fd2c8d66a1,13023674,2021-08-14 21:55:33,23270574559,0,272090,23270574559.0,N+2,no,,,,,,
48,0x6650e591e0d7816b7cb912ec44e36158eed2bd1b9fa249cdb3d65908acb3afef,13023713,2021-08-14 22:04:56,39808761336,0,195607,39808761336.0,N+1,yes,0x4f9cd87e1a5316372816dbf6ab768bacee060afd5d20fff66005c0b44a8c3ef7,2021-08-14 22:04:50,39000000000,0,234287,39000000000.0
49,0xc9390c0ad68b4d1243451f987668956fd22ffd57ec8312efffdcbaac358c3ff4,13023812,2021-08-14 22:25:39,29762907400,0,221781,29762907400.0,N+1,no,,,,,,
50,0xa9775f31daf72528f036c6ed183a7e438a1799b014f793897d6e8d8a182d852f,13023814,2021-08-14 22:25:54,29762907400,0,221781,29762907400.0,N+1,yes,0x2305646d40fb59ec3653f384835e0de4cdbb8ca63bcd6773482b57c44b3fbcfd,2021-08-14 22:25:46,464591333017,0,77852,464591333017.00006
51,0x395252cb16957a0f394fa761867aed1f00c93c08733c281f687f69b8ebde5f45,13023815,2021-08-14 22:26:17,29762907400,0,221781,29762907400.0,N+1,no,,,,,,
52,0x7cfcc2342352c8bc31b7db1baf2727375e74a67bcdbcb8dd54f86a9a43f54a51,13023815,2021-08-14 22:26:30,29762907400,0,221781,29762907400.0,N+1,yes,0x4d6d90af5a5e03882f40029af05ecc51778878a4b6c8c217a9a07498c7bfad81,2021-08-14 22:26:09,37261927881,0,113327,37261927881.0
53,0xd2e7378df402fe82a4eaaa062a933caa440a3b43e98a1a276ea4a7850551a6ff,13023822,2021-08-14 22:27:36,29762907400,0,221781,29762907400.0,fail,no,,,,,,
54,0x1648f57f31bcd07df0d4688cd9dcab862308c498e25e2bb0d1fa17283e6f94a4,13023822,2021-08-14 22:27:36,29762907400,0,221781,29762907400.0,not exist,no,,,,,,
55,0xd963881fc27690f27e6129fcd6511f9e55e26f393816e622ab8dc8a394bf6d52,13023823,2021-08-14 22:27:44,29762907400,0,221781,29762907400.0,N+2,no,,,,,,
56,0x1e779e0b3a7314e9bdaa422ccf58a24545edbe1fc834071f1f07dd8b126806cb,13023825,2021-08-14 22:27:56,29762907400,0,221781,29762907400.0,N+1,no,,,,,,
57,0x20f34cc8d42e2f0f6cedaf3861237359df663bd63073151e36a38f2e1eb7c8de,13023825,2021-08-14 22:28:03,29762907400,0,221781,29762907400.0,no,no,,,,,,
58,0x5054989d6d5fb3acb3463ea71e5f101bd7db125d5f51d4aeace0a59baa292115,13023828,2021-08-14 22:28:44,29671876949,0,221781,29671876949.0,N+2,no,,,,,,
59,0x61a2fea6844790a63c324e2f78e6502bced2508fe9a815123b82aca255687a06,13023828,2021-08-14 22:29:47,29671876949,0,221781,29671876949.0,no,no,,,,,,
60,0x53fc48b17834d145951473a3531f38320ff80d4db4d5bfd7472e63e95d705a56,13023832,2021-08-14 22:30:39,29671876949,0,221781,29671876949.0,N+1,no,,,,,,
61,0x194bc4994cf7fdd4b6f49660f13386eeb2d2f94360a4ec735d656c315a53a977,13023834,2021-08-14 22:31:07,29671876949,0,221781,29671876949.0,N+2,no,,,,,,
62,0x5bc26b9cd2ae13651c1f2ee0e4630f64804dca9100e3d3fe70db87f9308f24f6,13023839,2021-08-14 22:32:11,29671876949,0,221781,29671876949.0,N+1,yes,0x87bff31914e257eecbe27c4286c4d7ffbf5455d179302d802f94bab9b9a40bdf,2021-08-14 22:32:04,39074038903,0.58,163754,39074038903.00001
63,0x8e56c0b228ac60027206a4bba016c8e27920e5b98889eff70191748bafd58b84,13023842,2021-08-14 22:33:13,30896288196,0,204172,30896288196.0,N+1,no,,,,,,
64,0x211c6d755b9ea41d93858116147ad5bd9d5b760a8392ba3d298b4d01dc1e958c,13023843,2021-08-14 22:33:54,29376883527,0,214732,29376883527.0,N+1,no,,,,,,
65,0x51165997343cd482d58a1b9b92cb15eb5d7f7c710d6417b3e741feebfcfe4f01,13023848,2021-08-14 22:34:36,29370691867,0,214732,29370691867.0,N+1,no,,,,,,
66,0xdf5ff127013158c9e925641f3b7095f90ec16904bb111fcf1b80215a2e292573,13023848,2021-08-14 22:34:38,315283313773,0,199613,315283313773.0,N+1,yes,0x062d925720d99c027fe39bebe482c98763b9b6104d2293476b2e455ed870609d,2021-08-14 22:34:30,1792091457389,0,118464,1792091457389.0
67,0x908562d200c69a2eaf9f3a9c61750e0aa660f80e281cd67c3e12317c310326e8,13023852,2021-08-14 22:35:45,45875753875,0,211125,45875753875.00001,N+1,yes,0xeea5aca076125cbb1a4b0e4382519c7cd8825bfabdfb5aba8cdfcc182eb3adfb,2021-08-14 22:35:24,73198184522,0,237599,73198184522.0
68,0x35eb723cf3f23ae8b09c52afdd358a9cd09d38f80c3c025f231dd8d7c5add00e,13023906,2021-08-14 22:49:55,31707306259,0,207211,31707306259.0,not exist,no,,,,,,
69,0xb0f7bc2456b0255a65478b75cebe25c4a0b3bcae1115e3b406437007388f0f47,13023906,2021-08-14 22:50:00,31519947663,0,207211,31519947663.0,not exist,no,,,,,,
70,0x919d5064eeba14b5ffcc8c2d568a9aab8dabf4e29919cbf3ccee523da9b4f40e,13023906,2021-08-14 22:50:00,31169544506,0,207211,31169544506.0,N+1,no,,,,,,
71,0xcfb7863ffcd6fead55a855d2bc85fa9b266783471e74a8d3977613841f5120ac,13023910,2021-08-14 22:50:17,33352938722,0,206982,33352938722.0,N+1,no,,,,,,
72,0xd0a9ae1e3eaa5adcca35495a560da2cff1775c1110163bf436992592a84d7bec,13023911,2021-08-14 22:50:24,33431940856,0,207211,33431940856.0,N+1,no,,,,,,
73,0x8331027193da55a7807ca3f082fc7f1481a715499d96785ac5fe2908b635e27e,13023915,2021-08-14 22:50:53,108358301495,0,201915,108358301495.0,N+1,yes,0x2a148d449163f120373e6aae7fbf33991189647602f1706e39b12a5ae9355b68,2021-08-14 22:50:39,960231769846,0,118464,960231769846.0
74,0x0cb5d3097190d185eab392d37b711c214c45e89e5d0ba10f3d59746e0a67d5f0,13023960,2021-08-14 23:00:51,36103786716,0,200706,36103786716.0,no,no,,,,,,
75,0x1073a64a3f9d0320f39586f245b9a7a60e9a969f58119bc517daae3decbbdc50,13023960,2021-08-14 23:01:13,36108505981,0,200706,36108505981.0,N+1,no,,,,,,
76,0x520c3400e07029a248bbb0bc7fe3a9815e992f6412724b333bf76e54be9d7e04,13023968,2021-08-14 23:04:14,115070390819,0,189209,115070390819.0,N+1,yes,0x8747d803a819a7a447fe44f5a88019ae8462c39e27bbb65c4fba108e12f016f4,2021-08-14 23:04:05,49700018904,0.055377775330962704,137970,49700018904.0
77,0x5a09dd0e6e5dcb84134611a6b65db22a17a8325cca412cb3b594fd15bb85e03e,13023983,2021-08-14 23:07:33,30988943945,0,207183,30988943945.0,N+1,yes,0xd98ef669d78503861c457b4322f0622bd36b30f7baba2fa5ac82fe51d7a1d008,2021-08-14 23:07:07,1435944889321,0,229550,1435944889320.9998
78,0x0b8fe95ed280a77f8012030b1ba434f6a57122227313cf72f83cf136464166c6,13023986,2021-08-14 23:08:10,32122250460,0,208598,32122250460.0,N+1,no,,,,,,
79,0x7ec5a087315bf150e924a3db525dd86adc0bde515edee2037109b081b3bbfc6e,13023986,2021-08-14 23:08:11,29466245822,0,221292,29466245822.0,N+1,no,,,,,,
80,0xc46231f1fb2bfbfe36b781179a324f199f1d47bb16fa452344ac57834bc24f9c,13023988,2021-08-14 23:08:20,32128332202,0,208598,32128332202.0,N+1,no,,,,,,
81,0xee8fd2f2d80372660f83559d0b7837131ee8ad7ba30d816a5f586251140fdf0b,13023989,2021-08-14 23:08:34,29466245822,0,221292,29466245822.0,N+1,no,,,,,,
82,0x476a25cdf19bf938aa7a34666b73eb39db7688f6dbaf0cba0b5ad0e9e1a54fb3,13023995,2021-08-14 23:08:59,29466245822,0,221292,29466245822.0,N+1,no,,,,,,
83,0x1a4320346a5e3f4ffcc469951087d2c8bab9f46089e95647097cb25361147f07,13023995,2021-08-14 23:08:59,29466245822,0,221292,29466245822.0,N+1,no,,,,,,
84,0xf1f7604b57a571993d66fd35f83b34d79902fa13eff88b4a15b08a2e8521c835,13023995,2021-08-14 23:09:00,32083059765,0,208598,32083059765.0,N+1,no,,,,,,
85,0x0dcc0453f10f713f5ea6f9a3dfb2cd5c480cad9c9f6a50350e044c9cac8503ba,13023995,2021-08-14 23:09:02,29466245822,0,221292,29466245822.0,N+1,no,,,,,,
86,0x1dd704ae60886687b4064dd88c1228945408414b843ead377b4528617ca5b356,13023995,2021-08-14 23:09:20,32129497686,0,208598,32129497686.0,no,no,,,,,,
87,0xb5e9a3d62ce29dd65487e2df356b9108b1e0cf5fc05ccdb081d79bfc4dc46ab2,13023996,2021-08-14 23:09:27,32072802865,0,208598,32072802865.0,N+1,no,,,,,,
88,0xe23fdb314be2b21868f54a44cb20ca7976a8f1a9746323a4308d9bcbefb53c65,13023998,2021-08-14 23:09:47,31332941227,0,210888,31332941227.0,N+1,no,,,,,,
89,0x7111ffdc193880ebce30c620fce96066ca1a5d4e24b5210c12402a3bad211342,13023998,2021-08-14 23:09:47,31938246856,0,208598,31938246856.0,N+1,no,,,,,,
90,0xcea51ead75a495c4643c332d715d208c4e3ceda87eb4d32eddc0fc80def53041,13023999,2021-08-14 23:09:58,32184188096,0,208827,32184188096.0,N+1,no,,,,,,
91,0xec393f849c0b7b985d6e8cd1ae2493394f8b28f211673b787c52a9ff6550ab0a,13024003,2021-08-14 23:10:18,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
92,0xaff2492a59923389eaf593ef1ec0bdcbc74850d08e559f87a405b9c1cb085b42,13024007,2021-08-14 23:10:59,31766497640,0,208598,31766497640.0,no,no,,,,,,
93,0x0c3aa643293da33d7ab09eff5d6321a6ee03013b3c28d772fa9693f4ba529f8e,13024007,2021-08-14 23:11:03,86096120914,0,193122,86096120914.0,N+1,yes,0x4f526196922ed21d71a61da45f3c064e844e02898fd19338a011294fb06839e1,2021-08-14 23:10:48,31797116360,0.0123917115509479,182585,31797116360.0
94,0x741f3ab5ac877105b01abff2be7cdbf263444bbcc5685249ece7c256277e6d8d,13024008,2021-08-14 23:11:30,31809197010,0,208598,31809197010.0,N+1,no,,,,,,
95,0x74732b20367033e85ea31f6082438b8f2a3b821b45b942b3edcf0aeab5639f63,13024009,2021-08-14 23:11:33,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
96,0x98fb4e95f83a5d92e16a566215febe92ee7b940df79415f6334be33d36f14319,13024009,2021-08-14 23:11:33,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
97,0xaf401c316a5fddebfaf5007a6b6fe789530b8ad0e235e0aa5f6a7719924ddcae,13024013,2021-08-14 23:11:57,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
98,0x6ebed1e28e23fb56064157244de5823758fa731cdefb92a77ef3e0abd52d5ab8,13024013,2021-08-14 23:11:57,32159867647,0,208827,32159867647.0,no,no,,,,,,
99,0xe0cb41bfb3bcd86925a6a7db5f2ebb09ebebc2503d9ed57c2f43fcd47b8c9a32,13024013,2021-08-14 23:11:57,32373324376,0,195610,32373324376.0,N+1,yes,0xfbddcbe3adba7a82109b8a49aacbdd18b126d281cb01acc4024df4efd2eae4ec,2021-08-14 23:12:01,32356964392,0.001070364925553386,164666,32356964392.0
100,0x634b5c8fe61142d543235f8a765bbcef97712293187ff97d40dc9650cd0f0982,13024014,2021-08-14 23:12:16,32181800768,0,208827,32181800768.0,not exist,no,,,,,,
101,0x73b20b5a7f869863c2383d7052695a33d81bb1b739dbbe1b78353dcffbc72540,13024014,2021-08-14 23:12:23,31798077538,0,208598,31798077538.0,no,no,,,,,,
102,0x112fc170468599c6c9d509e612d824aa9a8acda97de6ef962561cbf3455a8023,13024014,2021-08-14 23:12:23,32145617896,0,208827,32145617896.0,no,no,,,,,,
103,0x9f98e18f3f8241aafb61674e96fb4b246c19ac4327d4916c72e9b5cc6eb4e7e4,13024014,2021-08-14 23:12:24,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
104,0xb0f41faed440021195eace9e109cd8222e2c67af77e24a86ddac01d7f8bc665e,13024014,2021-08-14 23:12:30,31914156972,0,208598,31914156972.0,N+1,yes,0xec0a44533469d937c6e06aa74bcc3a0f7f34fe2360a5f2198583ae33480c8c32,2021-08-14 23:12:05,104514696122,0,77364,104514696122.0
105,0x6b7f664dea98db6dee01ab30e361db2a3f4a7c9102d62dc5247399ec2916277f,13024014,2021-08-14 23:12:31,29859829131,0,221292,29859829131.0,not exist,no,,,,,,
106,0xf76d3f4427b296486312c14557ce5173608421b72eeabf06a9f8b066968ef849,13024014,2021-08-14 23:12:36,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
107,0xa5a0b892f26f97d4da9297106ef48be15ee32f28ca9fbeab5780ed347c1771f4,13024014,2021-08-14 23:12:36,31831549308,0,208598,31831549308.0,no,no,,,,,,
108,0xb5f7e9cc3139376f9e8cd3d7990df95a6197e8d7f2c39af04d6276647b4497e5,13024015,2021-08-14 23:12:51,29859829131,0,221292,29859829131.0,N+2,no,,,,,,
109,0xcdb51a359beff0c302bf9a4496faf748d4e381b09132d03476325ac094f72fba,13024019,2021-08-14 23:13:07,29859829131,0,221292,29859829131.0,N+1,yes,0x7e38bbe020b41092b2847a618c229fd8daf6de6ec5b4bd572e6367077e151fa5,2021-08-14 23:12:58,36774615381,0,97919,36774615381.0
110,0x92e528b4ba5f1d6405cdf9a6c187db26c3bd4fd50d8d9ebfc62c8a9029c12f11,13024019,2021-08-14 23:13:08,29859829131,0,221292,29859829131.0,N+1,no,,,,,,
111,0xcb41f6d815e0da74c2fcb812d79546333db5ccbac9e43f1fd0c2cba3674047bc,13024019,2021-08-14 23:13:10,32157464918,0,208827,32157464918.0,N+1,no,,,,,,
112,0x785eae8fe9f90ca6b2aebcde5909ba6db2c7c393849b972109bfb2017f99e225,13024025,2021-08-14 23:14:08,31861152121,0,208586,31861152121.0,N+1,no,,,,,,
113,0x2903a67ae868682058df322be0384c3eb130712e56c782cd6a628c9a59de581b,13024028,2021-08-14 23:14:38,31740958374,0,208598,31740958374.0,N+1,no,,,,,,
114,0x850c0bd98c3ab1dc26bcbbb88f8ca710c1d6abf25b476b01abbf651c3a27035b,13024035,2021-08-14 23:16:34,33886587515,0,218475,33886587515.0,no,no,,,,,,
115,0xcb7dee644754a500ce90ae06e56188af930571981424978c6cb236f21acd5d38,13024051,2021-08-14 23:19:56,47920296907,0,206621,47920296907.00001,N+1,yes,0xb7f9f4c8ff656331c18fc9827ff448777876d866507e7ca8c2eea51cd59d192f,2021-08-14 23:19:45,37624677271,0.003423044521452284,191348,37624677271.0
116,0x1e51f5a441eb5b90c60379b267574f0e63eff5bfa18d0d24dfab8c891e6c67f5,13024053,2021-08-14 23:20:15,593827832707,0,191134,593827832707.0,N+1,yes,0xf98eefe38badcfb5139ec79b8811e3d58eeccc5712f8471e28ed8170a7f78338,2021-08-14 23:20:02,33093314947,0.218623906950866191,180609,33093314947.0
